,,,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,Kick Returns,,,,Punt Returns,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
Rk,Player,G,Sk,Sfty,Tgt,Def%,Fmb,Int,RtY,KRTD,PRTD,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Ret,Yds,Y/Ret,KRTD,Ret,Yds,Y/Ret,PRTD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Touch,TotOff,YScm,APYd,RtY,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
219,Dee Williams,13,0,0,1,0.2,3,0,388,0,0,2024,25,"NYG,SEA",13,0,0,0,0,,0,0,,0,0,0,10,277,27.7,0,15,111,7.4,0,0,2,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,388,388,1,1,100,11,11,11,0,112.5,3,3,8,0,0,0,0,0,1,25,0,0,4,0.2,139,15.2,DB
220,Evan Williams,13,0,0,30,43.5,0,1,0,0,0,2024,23,GNB,13,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,31,18,49,1,0,1,1,0,3,0,0,0,0,1,0,0,0,1,0,30,17,56.7,225,13.2,7.5,1,77.8,12.6,170,55,1,0,0,0,0,6,10.9,0,0,474,43.5,115,26,S
221,Ahkello Witherspoon,13,0,0,49,44.3,0,1,0,0,0,2024,29,LAR,13,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,25,6,31,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,49,32,65.3,415,13,8.5,2,96.9,10.7,285,130,0,0,0,1,0,5,13.9,0,0,494,44.3,22,5,CB
222,Rock Ya-Sin,13,0,0,3,5.8,0,0,0,0,0,2024,28,SFO,13,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,33.3,3,3,1,1,81.9,8.7,3,0,0,0,0,0,0,0,0,0,0,62,5.8,107,23.8,CB
223,Deonte Banks,14,0,0,74,72,0,0,0,0,0,2024,23,NYG,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,39,13,52,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,74,52,70.3,648,12.5,8.8,6,124.2,9.3,456,192,3,0,0,0,0,3,5.5,0,0,788,72,0,0,RCB
224,Isaiah Bolden,14,0,0,15,12.6,0,0,0,0,0,2024,25,NWE,14,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,3,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,8,53.3,57,7.1,3.8,0,62.4,9.1,12,45,0,0,0,0,0,2,16.7,0,0,141,12.6,113,25.9,CB
225,Khalil Dorsey,14,0,0,11,6.7,0,0,159,0,0,2024,26,DET,14,1,0,0,0,,0,0,,0,0,0,4,159,39.8,0,0,0,,0,0,8,6,14,1,0,0,0,0,2,0,0,0,0,0,0,0,0,159,159,11,6,54.5,140,23.3,12.7,0,99.6,18.9,86,54,0,0,0,0,0,1,6.7,0,0,73,6.7,272,59,CB
226,Storm Duck,14,0,0,36,33.6,0,0,0,0,0,2024,24,MIA,14,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,24,11,35,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,22,61.1,248,11.3,6.9,2,100.2,8.7,176,72,0,0,0,0,0,4,10.3,0,0,358,33.6,114,25.7,CB
227,AJ Finley,14,0,0,4,2.2,0,0,0,0,0,2024,23,"LAC,SEA",14,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,75,51,17,12.8,0,116.7,10,30,21,1,0,0,0,0,0,0,0,0,49,2.2,232,24.9,S
228,Cordale Flott,14,0,0,45,60.9,0,1,0,0,0,2024,23,NYG,14,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,36,17,53,2,0,1,26,0,7,0,0,0,0,0,0,0,0,26,0,45,30,66.7,359,12,8,1,89,9.9,256,103,2,0,0,0,0,5,8.6,0,0,667,60.9,49,11.1,LCB
229,Damar Hamlin,14,0,0,37,79.2,0,2,0,0,0,2024,26,BUF,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,62,27,89,2,0,2,19,0,5,0,1,0,0,0,0,0,0,19,0,37,27,73,396,14.7,10.7,2,103,10.9,271,125,7,0,0,0,0,7,7.3,0,0,874,79.2,53,11.9,SS
230,Cam Hart,14,0.5,0,58,41.9,0,0,0,0,0,2024,24,LAC,14,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0.5,28,9,37,0,2,0,0,0,7,0,0,0,0,1,0,0,0,0,0,58,35,60.3,281,8,4.8,3,89.8,8.6,190,91,1,0,1,0,2,4,9.8,0,0,458,41.9,101,21.8,CB
231,Ronnie Hickman,14,0,0,23,42.7,0,0,0,0,0,2024,23,CLE,14,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,26,19,45,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23,14,60.9,212,15.1,9.2,1,105.7,14.2,135,77,1,0,1,0,1,4,8.2,0,0,463,42.7,55,11.8,S
232,Amani Hooker,14,0,0,39,80.4,0,5,0,0,0,2024,26,TEN,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,47,24,71,4,2,5,68,0,9,0,0,0,0,2,0,0,0,68,0,39,22,56.4,269,12.2,6.9,3,63.9,12,138,131,9,0,2,0,2,6,7.8,0,0,850,80.4,75,16.4,FS
233,Christian Izien,14,0,0,54,62.4,0,1,0,0,0,2024,24,TAM,14,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,48,27,75,4,0,1,17,0,3,0,0,0,0,1,0,0,0,17,0,54,35,64.8,319,9.1,5.9,0,73,4.8,132,187,24,2,0,0,2,8,9.6,0,0,697,62.4,115,24.1,SS
234,Adoree' Jackson,14,0,0,41,39,0,0,0,0,0,2024,29,NYG,14,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,18,10,28,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,41,20,48.8,287,14.4,7,2,88.2,12.8,195,92,0,0,0,0,0,4,12.5,0,0,427,39,23,5.2,CB
235,Marcus Jones,14,0,0,65,52.4,2,1,386,0,0,2024,26,NWE,14,9,0,0,0,,0,0,,0,0,0,0,0,,0,26,386,14.8,0,0,48,10,58,1,0,1,35,0,10,2,2,17,0,0,2,5,23,461,386,65,41,63.1,530,12.9,8.2,3,97.6,11.3,374,156,5,0,0,0,0,4,6.5,5,0.5,586,52.4,55,12.6,CB
236,Brandon Joseph,14,0,0,5,16.6,0,0,0,0,0,2024,23,DET,14,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,11,2,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,60,55,18.3,11,0,97.9,17.2,42,13,0,0,0,0,0,1,7.1,0,0,182,16.6,97,21,S
237,Chris Lammons,14,1,0,11,8.2,0,0,0,0,0,2024,28,IND,14,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,10,2,12,1,1,0,0,0,0,0,2,3,0,1,0,0,0,3,0,11,10,90.9,130,13,11.8,2,155.5,4.2,47,83,2,1,0,0,2,3,20,0,0,95,8.2,190,40.5,CB
238,Kamari Lassiter,14,0,1,73,73,0,3,0,0,0,2024,21,HOU,14,14,0,0,0,,0,0,,0,1,2,0,0,,0,0,0,,0,0,42,16,58,4,0,3,9,0,10,0,0,0,0,0,0,0,0,9,0,73,32,43.8,424,13.3,5.8,4,64,13,261,163,7,1,0,0,1,7,10.8,0,0,799,73,12,2.5,RCB
239,Tristin McCollum,14,0,0,16,23.9,0,0,0,0,0,2024,25,PHI,14,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,18,15,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,9,56.3,88,9.8,5.5,1,92.7,9.4,44,44,0,0,0,0,0,4,10.8,0,0,250,23.9,227,50.7,S
240,Kaevon Merriweather,14,1,0,18,23.2,0,0,0,0,0,2024,25,TAM,14,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,11,6,17,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,18,12,66.7,163,13.6,9.1,2,132.4,9.3,81,82,6,1,0,0,2,4,19,0,0,259,23.2,250,52.3,S
241,Riley Moss,14,0,0,103,72.3,0,1,0,0,0,2024,24,DEN,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,65,21,86,1,0,1,0,0,8,0,1,0,0,1,0,0,0,0,0,103,67,65,747,11.1,7.3,4,95.4,11.2,541,206,2,1,0,0,1,10,10.4,0,0,835,72.3,81,17.1,RCB
242,Andru Phillips,14,1,0,48,56.3,0,1,0,0,0,2024,23,NYG,14,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,46,25,71,7,1,1,25,0,1,0,0,0,0,2,0,0,0,25,0,48,36,75,335,9.3,7,1,91.9,4.1,127,208,12,1,0,0,2,6,7.8,0,0,616,56.3,26,5.9,CB
243,Taylor Rapp,14,0,0,32,70.5,0,2,0,0,0,2024,27,BUF,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,48,34,82,2,0,2,5,0,6,0,0,0,0,1,0,0,0,5,0,32,22,68.8,343,15.6,10.7,3,109.2,10.8,194,149,9,0,0,1,0,2,2.4,0,0,778,70.5,45,10.1,FS
244,D.J. Reed,14,1,0,63,76.7,0,0,0,0,0,2024,28,NYJ,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,52,12,64,4,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,63,36,57.1,406,11.3,6.4,2,87.1,11.3,296,110,5,0,0,0,1,5,7.2,0,0,880,76.7,11,2.5,RCB
245,Demani Richardson,14,0,0,28,32.9,0,1,0,0,0,2024,24,CAR,14,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,28,23,51,1,0,1,3,0,2,0,0,0,0,0,0,0,0,3,0,28,18,64.3,244,13.6,8.7,1,89,11.7,146,98,8,1,0,0,1,5,8.9,0,0,401,32.9,122,25.5,S
246,JL Skinner,14,0,0,0,1.6,0,0,0,0,0,2024,23,DEN,14,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,19,1.6,312,66,S
247,Darius Slay,14,0,0,75,66.8,0,0,0,0,0,2024,33,PHI,14,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,39,10,49,3,0,0,0,0,13,0,1,0,0,1,0,0,0,0,0,75,41,54.7,456,11.1,6.1,2,81.9,10.5,322,134,1,0,0,0,0,2,3.9,0,0,699,66.8,0,0,RCB
248,Chau Smith-Wade,14,0,0,20,24.7,0,1,0,0,0,2024,22,CAR,14,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,24,15,39,1,0,1,3,0,1,0,0,0,0,1,0,0,0,3,0,20,14,70,92,6.6,4.6,1,75.4,4.6,37,55,6,1,0,0,1,2,4.9,0,0,301,24.7,144,30.1,CB
249,Terell Smith,14,0,0,18,19.4,0,1,0,0,0,2024,25,CHI,14,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,14,5,19,1,0,1,23,0,4,0,0,0,0,0,0,0,0,23,0,18,12,66.7,165,13.8,9.2,0,72.7,13.2,119,46,0,0,0,0,0,2,9.5,0,0,207,19.4,145,33.2,DB
250,Qwan'tez Stiggers,14,0,0,5,4.3,0,0,0,0,0,2024,22,NYJ,14,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,80,24,6,4.8,0,86.7,-0.6,9,15,0,0,0,0,0,2,20,0,0,49,4.3,215,49.8,CB
251,Tarheeb Still,14,0.5,0,76,71.6,0,4,0,0,0,2024,22,LAC,14,12,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0.5,45,17,62,1,1,4,85,1,10,0,0,0,0,0,0,0,0,85,0,76,49,64.5,563,11.5,7.4,4,82.3,9.1,330,233,5,0,0,0,1,7,10.1,0,0,783,71.6,97,21,RCB
252,Tony Adams,15,1,0,44,66.7,0,1,0,0,0,2024,25,NYJ,15,11,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,42,42,84,2,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,44,29,65.9,417,14.4,9.5,2,102.2,9,190,227,15,2,1,0,4,10,10.6,0,0,766,66.7,43,10,FS
253,Corey Ballentine,15,0,0,8,7,1,0,21,0,0,2024,28,GNB,15,1,0,0,0,,0,0,,0,0,0,1,21,21,0,1,0,0,0,0,6,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21,21,8,4,50,56,14,7,1,112.5,15.3,40,16,0,0,0,0,0,1,14.3,0,0,76,7,195,44.1,CB
254,Christian Benford,15,1,0,58,84.5,0,2,0,0,0,2024,24,BUF,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,50,14,64,3,1,2,30,0,10,0,1,43,0,2,0,0,0,73,0,58,37,63.8,316,8.5,5.4,4,86.6,8.1,156,160,4,0,0,0,1,2,3,0,0,933,84.5,34,7.6,RCB
255,Reed Blankenship,15,0,0,40,78.4,0,4,0,0,0,2024,25,PHI,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,52,26,78,0,0,4,29,0,6,0,1,16,0,0,0,0,0,45,0,40,28,70,336,12,8.4,2,72.5,8.3,216,120,0,0,0,0,0,13,14.3,10,0.9,821,78.4,20,4.5,FS
256,Joey Blount,15,0,0,0,1.8,0,0,0,0,0,2024,26,ARI,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,20,1.8,268,61.3,S
257,Javon Bullard,15,0,0,54,72.2,0,0,0,0,0,2024,22,GNB,15,11,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,61,29,90,2,0,0,0,0,1,0,1,3,0,0,0,0,0,3,0,54,46,85.2,459,10,8.5,3,120.6,5.1,197,262,10,0,0,0,0,9,9.1,0,0,786,72.2,150,33.9,SS
258,Sean Murphy-Bunting,15,0,0,58,67,0,3,0,0,0,2024,27,ARI,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,30,22,52,3,0,3,2,0,5,0,0,0,0,2,0,0,0,2,0,58,41,70.7,461,11.2,7.9,2,84.1,9.8,301,160,1,1,0,0,1,11,17.5,0,0,728,67,56,12.8,CB
259,Kei'Trel Clark,15,1,0,10,8.9,0,1,0,0,0,2024,23,ARI,15,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,6,6,12,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,8,80,92,11.5,9.2,1,98.7,7.3,62,30,1,0,0,0,1,1,7.7,0,0,97,8.9,109,24.9,CB
260,Chamarri Conner,15,1,0,65,53,0,2,0,0,0,2024,24,KAN,15,9,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,1,58,19,77,4,4,2,32,0,4,0,1,38,1,1,0,0,0,70,0,65,53,81.5,508,9.6,7.8,3,101.8,4.4,169,339,31,0,3,0,4,14,15.4,0,0,573,53,187,43.4,DB
261,Ashtyn Davis,15,0,0,20,22.7,0,2,0,0,0,2024,28,NYJ,15,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,25,10,35,5,0,2,18,0,2,0,0,0,0,0,1,21,21,39,0,20,14,70,138,9.9,6.9,1,66.2,5.9,55,83,5,1,0,0,1,3,7.9,0,0,261,22.7,283,65.5,S
262,Michael Davis,15,0,0,21,12.7,0,0,0,0,0,2024,29,WAS,15,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,7,7,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,15,71.4,174,11.6,8.3,0,96.1,6.6,97,77,0,0,0,0,0,3,17.6,0,0,138,12.7,188,40.2,CB
263,Rasul Douglas,15,0,0,59,75.2,0,0,0,0,0,2024,29,BUF,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,43,15,58,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,59,43,72.9,518,12,8.8,4,122,9.8,366,152,5,0,0,0,0,3,4.9,0,0,830,75.2,4,0.9,LCB
264,Cobie Durant,15,1,0,50,69.7,0,1,0,0,0,2024,26,LAR,15,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,28,12,40,4,2,1,0,0,8,0,0,0,0,1,0,0,0,0,0,50,27,54,310,11.5,6.2,1,71.2,12.9,241,69,2,0,1,0,2,3,7,0,0,777,69.7,65,14.8,RCB
265,DeShon Elliott,15,0,0,59,75.4,0,1,0,0,0,2024,27,PIT,15,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,72,36,108,4,2,1,0,0,6,0,3,10,0,2,0,0,0,10,0,59,39,66.1,308,7.9,5.2,3,88.8,6.2,171,137,22,1,2,1,3,3,2.7,0,0,823,75.4,56,12.3,FS
266,Kristian Fulton,15,0,0,64,69.5,1,1,0,0,0,2024,26,LAC,15,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,39,12,51,3,0,1,29,0,7,1,0,0,0,0,0,0,0,29,0,64,40,62.5,459,11.5,7.2,5,103.6,11.3,366,93,1,0,0,0,0,1,1.9,0,0,760,69.5,13,2.8,LCB
267,Sauce Gardner,15,1,0,58,76.7,0,1,0,0,0,2024,24,NYJ,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,36,13,49,1,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,58,33,56.9,541,16.4,9.3,1,86.9,12.5,392,149,4,1,0,0,2,8,14,0,0,880,76.7,6,1.4,LCB
268,Stephon Gilmore,15,0,0,84,76.1,0,1,0,0,0,2024,34,MIN,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,40,16,56,1,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,84,52,61.9,596,11.5,7.1,4,94.1,9.2,360,236,0,0,0,0,0,3,5.1,0,0,864,76.1,0,0,LCB
269,Kyler Gordon,15,0.5,0,56,67.9,0,0,0,0,0,2024,25,CHI,15,13,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0.5,48,27,75,4,2,0,0,0,5,0,3,0,0,1,0,0,0,0,0,56,41,73.2,432,10.5,7.7,2,107.1,4.8,184,248,35,2,1,0,4,8,9.6,0,0,725,67.9,16,3.7,DB
270,Thomas Harper,15,0.5,0,8,17.1,0,1,0,0,0,2024,24,LVR,15,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0.5,13,13,26,0,1,1,14,0,2,0,1,0,0,0,0,0,0,14,0,8,3,37.5,52,17.3,6.5,0,20.8,8.3,35,17,2,0,0,0,1,1,3.7,0,0,191,17.1,265,55.7,S
271,Josh Hayes,15,0,0,33,23.7,0,0,0,0,0,2024,25,TAM,15,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,22,13,35,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,33,22,66.7,216,9.8,6.5,4,124.5,9.7,137,79,2,0,0,0,0,2,5.4,0,0,265,23.7,242,50.6,DB
272,Jevon Holland,15,1,0,48,80.3,0,0,0,0,0,2024,24,MIA,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,42,20,62,2,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,48,26,54.2,321,12.3,6.7,2,89,6.3,108,213,17,0,1,0,2,6,8.8,0,0,854,80.3,2,0.5,SS
273,Jaycee Horn,15,2,0,77,85.1,0,1,0,0,0,2024,25,CAR,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,49,19,68,5,2,1,0,0,13,0,0,0,0,0,0,0,0,0,0,77,41,53.2,474,11.6,6.2,6,92.7,10.3,330,144,5,0,0,0,2,7,9.3,0,0,1036,85.1,23,4.8,LCB
274,Mike Hughes,15,0,0,66,64.7,0,0,0,0,0,2024,27,ATL,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,51,15,66,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,66,46,69.7,483,10.5,7.3,3,105.8,10.3,311,172,3,1,0,0,1,7,9.6,0,0,720,64.7,24,5.4,RCB
275,Donte Jackson,15,0,0,67,71.4,0,5,0,0,0,2024,29,PIT,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,28,10,38,2,0,5,88,0,8,0,1,-1,0,0,0,0,0,87,0,67,40,59.7,551,13.8,8.2,3,69.9,12.7,334,217,0,0,0,0,0,8,17.4,0,0,780,71.4,54,11.8,LCB
276,Lonnie Johnson Jr.,15,0,0,0,1.1,0,0,0,0,0,2024,29,CAR,15,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,13,1.1,339,70.9,S
277,Sanoussi Kane,15,0,0,0,1.9,0,0,0,0,0,2024,23,BAL,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,22,1.9,325,68.4,S
278,Damontae Kazee,15,0,0,14,26.5,0,1,0,0,0,2024,31,PIT,15,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,22,9,31,0,0,1,5,0,2,0,0,0,0,0,0,0,0,5,0,14,11,78.6,182,16.5,13,1,112.8,10.9,129,53,0,0,0,0,0,1,3.1,0,0,289,26.5,89,19.5,S
279,Kevin King,15,0,0,11,6.4,0,0,0,0,0,2024,29,ATL,15,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,4,10,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,11,9,81.8,110,12.2,10,0,108.3,10.7,58,52,2,0,0,0,0,2,16.7,0,0,71,6.4,161,36.1,CB
280,Kader Kohou,15,0,0,69,66.5,0,2,0,0,0,2024,26,MIA,15,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,33,12,45,3,0,2,2,0,8,0,1,0,0,1,0,0,0,2,0,69,45,65.2,419,9.3,6.1,2,79.3,5.4,212,207,11,0,0,0,0,8,15.1,0,0,708,66.5,0,0,CB
281,P.J. Locke,15,1,0,54,86.6,0,0,0,0,0,2024,27,DEN,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,50,24,74,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,54,40,74.1,484,12.1,9,4,125.8,8,297,187,15,0,0,0,1,5,6.3,0,0,1000,86.6,40,8.5,SS
282,Marcus Maye,15,0,0,20,18.8,0,1,0,0,0,2024,31,"MIA,LAC",15,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,19,23,42,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,20,11,55,85,7.7,4.3,1,61.5,10.8,35,50,6,1,0,0,1,3,6.7,0,0,405,18.8,122,13.5,S
283,Nick McCloud,15,0,0,20,10.4,0,0,0,0,0,2024,26,"NYG,SFO",15,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,14,11,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,18,90,262,14.6,13.1,3,158.3,8.2,146,116,4,0,0,0,0,1,3.8,0,0,225,10.4,213,23.9,CB
284,Roger McCreary,15,1,0,67,61.8,0,0,0,0,0,2024,24,TEN,15,7,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,43,7,50,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67,52,77.6,454,8.7,6.8,2,104.9,3.1,104,350,20,1,1,0,3,7,12.3,0,0,653,61.8,88,19.3,CB
285,Kool-Aid McKinstry,15,0,0,62,57.7,0,0,0,0,0,2024,22,NOR,15,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,32,10,42,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,62,34,54.8,454,13.4,7.3,2,89,12,286,168,2,0,0,0,0,7,14.3,0,0,680,57.7,33,7.2,RCB
286,Elijah Molden,15,0,0,38,69.5,0,3,0,0,0,2024,25,LAC,15,12,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,43,32,75,2,0,3,28,0,7,0,2,0,0,0,0,0,0,28,0,38,24,63.2,292,12.2,7.7,1,62.6,15,198,94,1,0,0,0,0,4,5.1,0,0,760,69.5,121,26.1,CB
287,Kenny Moore,15,0.5,0,74,87.5,0,3,0,0,0,2024,29,IND,15,15,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0.5,51,27,78,4,2,3,28,0,7,0,1,38,1,0,0,0,0,66,0,74,47,63.5,408,8.7,5.5,5,83.6,7.6,200,208,18,1,1,0,3,15,16.1,0,0,1012,87.5,68,14.5,RCB
288,James Pierre,15,0,0,16,18.9,0,1,0,0,0,2024,28,PIT,15,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,17,6,23,0,0,1,18,0,3,0,0,0,0,2,0,0,0,18,0,16,8,50,93,11.6,5.8,2,81.5,8.3,62,31,0,0,0,0,0,1,4.2,0,0,206,18.9,255,55.8,CB
289,Isaiah Rodgers,15,0,0,28,31.3,0,0,225,0,0,2024,26,PHI,15,3,0,0,0,,0,0,,0,0,0,8,225,28.1,0,0,0,,0,0,17,9,26,0,0,0,0,0,4,0,0,0,0,1,0,0,0,225,225,28,13,46.4,118,9.1,4.2,2,82.1,11.5,68,50,0,0,0,0,0,2,7.1,0,0,328,31.3,150,33.5,CB
290,Christopher Smith,15,0,0,1,1,0,0,0,0,0,2024,24,LVR,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,7,7,7,0,95.8,-2,-2,9,0,0,0,0,0,0,0,0,0,11,1,276,58,S
291,M.J. Stewart,15,0,0,4,8.6,0,0,0,0,0,2024,29,HOU,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,8,4,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,25,19,19,4.8,0,46.9,15.8,17,2,3,0,0,0,0,1,7.7,0,0,94,8.6,350,73.4,S
292,Ja'Sir Taylor,15,0,0,31,32.2,0,0,0,0,0,2024,25,LAC,15,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,12,10,22,1,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,31,21,67.7,309,14.7,10,5,139.7,10.5,221,88,8,0,1,0,1,2,8.3,0,0,352,32.2,219,47.3,DB
